5.00000000E-001	-5.00000000E-001	5.00000000E-001
-5.00000000E-001	-5.00000000E-001	5.00000000E-001
5.00000000E-001	5.00000000E-001	5.00000000E-001
-5.00000000E-001	5.00000000E-001	5.00000000E-001
5.00000000E-001	5.00000000E-001	-5.00000000E-001
-5.00000000E-001	5.00000000E-001	-5.00000000E-001
5.00000000E-001	-5.00000000E-001	-5.00000000E-001
-5.00000000E-001	-5.00000000E-001	-5.00000000E-001
5.00000000E-001	5.00000000E-001	5.00000000E-001
-5.00000000E-001	5.00000000E-001	5.00000000E-001
5.00000000E-001	5.00000000E-001	-5.00000000E-001
-5.00000000E-001	5.00000000E-001	-5.00000000E-001
5.00000000E-001	-5.00000000E-001	-5.00000000E-001
5.00000000E-001	-5.00000000E-001	5.00000000E-001
-5.00000000E-001	-5.00000000E-001	5.00000000E-001
-5.00000000E-001	-5.00000000E-001	-5.00000000E-001
-5.00000000E-001	-5.00000000E-001	5.00000000E-001
-5.00000000E-001	5.00000000E-001	5.00000000E-001
-5.00000000E-001	5.00000000E-001	-5.00000000E-001
-5.00000000E-001	-5.00000000E-001	-5.00000000E-001
5.00000000E-001	-5.00000000E-001	-5.00000000E-001
5.00000000E-001	5.00000000E-001	-5.00000000E-001
5.00000000E-001	5.00000000E-001	5.00000000E-001
5.00000000E-001	-5.00000000E-001	5.00000000E-001
